SDR1,SDR2,subset_sim
Zhen_SDR_12,Zhen_SDR_89,0.161559889
Zhen_SDR_12,Zhen_SDR_90,0.246794872
Zhen_SDR_12,Zhen_SDR_91,0.144044321
Zhen_SDR_12,Zhen_SDR_92,0.230366492
Zhen_SDR_12,Zhen_SDR_93,0.210242588
Zhen_SDR_13,Zhen_SDR_14,0.322463768
Zhen_SDR_13,Zhen_SDR_15,0.319587629
Zhen_SDR_13,Zhen_SDR_16,0.19212963
Zhen_SDR_13,Zhen_SDR_17,0.195592287
Zhen_SDR_13,Zhen_SDR_18,0.294498382
Zhen_SDR_13,Zhen_SDR_19,0.302583026
Zhen_SDR_13,Zhen_SDR_20,0.36259542
Zhen_SDR_13,Zhen_SDR_21,0.381294964
Zhen_SDR_13,Zhen_SDR_22,0.376865672
Zhen_SDR_13,Zhen_SDR_23,0.24516129
Zhen_SDR_13,Zhen_SDR_24,0.25729443
Zhen_SDR_13,Zhen_SDR_25,0.294701987
Zhen_SDR_13,Zhen_SDR_26,0.263768116
Zhen_SDR_13,Zhen_SDR_27,0.268138801
Zhen_SDR_13,Zhen_SDR_28,0.319230769
Zhen_SDR_13,Zhen_SDR_29,0.347169811
Zhen_SDR_13,Zhen_SDR_30,0.316546763
Zhen_SDR_13,Zhen_SDR_31,0.323843416
Zhen_SDR_13,Zhen_SDR_32,0.296969697
Zhen_SDR_13,Zhen_SDR_33,0.342307692
Zhen_SDR_13,Zhen_SDR_34,0.216358839
Zhen_SDR_13,Zhen_SDR_35,0.280757098
Zhen_SDR_13,Zhen_SDR_36,0.311355311
Zhen_SDR_13,Zhen_SDR_37,0.289808917
Zhen_SDR_13,Zhen_SDR_38,0.306122449
Zhen_SDR_13,Zhen_SDR_39,0.261538462
Zhen_SDR_13,Zhen_SDR_40,0.250803859
Zhen_SDR_13,Zhen_SDR_42,0.287234043
Zhen_SDR_13,Zhen_SDR_43,0.28975265
Zhen_SDR_13,Zhen_SDR_44,0.279151943
Zhen_SDR_13,Zhen_SDR_45,0.357400722
Zhen_SDR_13,Zhen_SDR_46,0.287162162
Zhen_SDR_13,Zhen_SDR_47,0.28
Zhen_SDR_13,Zhen_SDR_48,0.299382716
Zhen_SDR_13,Zhen_SDR_49,0.209003215
Zhen_SDR_13,Zhen_SDR_50,0.128140704
Zhen_SDR_13,Zhen_SDR_51,0.41796875
Zhen_SDR_13,Zhen_SDR_52,0.368627451
Zhen_SDR_13,Zhen_SDR_53,0.282685512
Zhen_SDR_13,Zhen_SDR_54,0.340206186
Zhen_SDR_13,Zhen_SDR_55,0.305147059
Zhen_SDR_13,Zhen_SDR_56,0.299651568
Zhen_SDR_13,Zhen_SDR_57,0.240549828
Zhen_SDR_13,Zhen_SDR_58,0.230985915
Zhen_SDR_13,Zhen_SDR_59,0.319587629
Zhen_SDR_13,Zhen_SDR_60,0.266903915
Zhen_SDR_13,Zhen_SDR_61,0.294701987
Zhen_SDR_13,Zhen_SDR_62,0.345890411
Zhen_SDR_13,Zhen_SDR_63,0.267361111
Zhen_SDR_13,Zhen_SDR_64,0.337078652
Zhen_SDR_13,Zhen_SDR_65,0.159353349
Zhen_SDR_13,Zhen_SDR_66,0.044496487
Zhen_SDR_13,Zhen_SDR_67,0.289308176
Zhen_SDR_13,Zhen_SDR_68,0.31294964
Zhen_SDR_13,Zhen_SDR_69,0.33976834
Zhen_SDR_13,Zhen_SDR_71,0.322463768
Zhen_SDR_13,Zhen_SDR_72,0.299651568
Zhen_SDR_13,Zhen_SDR_73,0.306569343
Zhen_SDR_13,Zhen_SDR_74,0.296428571
Zhen_SDR_13,Zhen_SDR_75,0.315972222
Zhen_SDR_13,Zhen_SDR_76,0.305882353
Zhen_SDR_13,Zhen_SDR_77,0.281045752
Zhen_SDR_13,Zhen_SDR_78,0.142076503
Zhen_SDR_13,Zhen_SDR_79,0.226865672
Zhen_SDR_13,Zhen_SDR_80,0.045275591
Zhen_SDR_13,Zhen_SDR_81,0.268551237
Zhen_SDR_13,Zhen_SDR_82,0.275747508
Zhen_SDR_13,Zhen_SDR_83,0.246875
Zhen_SDR_13,Zhen_SDR_84,0.162025316
Zhen_SDR_13,Zhen_SDR_85,0.221875
Zhen_SDR_13,Zhen_SDR_86,0.270358306
Zhen_SDR_13,Zhen_SDR_87,0.327645051
Zhen_SDR_13,Zhen_SDR_88,0.344947735
Zhen_SDR_13,Zhen_SDR_89,0.294314381
Zhen_SDR_13,Zhen_SDR_90,0.278911565
Zhen_SDR_13,Zhen_SDR_91,0.204819277
Zhen_SDR_13,Zhen_SDR_92,0.242587601
Zhen_SDR_13,Zhen_SDR_93,0.281345566
Zhen_SDR_9,Zhen_SDR_10,0.177718833
Zhen_SDR_9,Zhen_SDR_11,0.159459459
Zhen_SDR_9,Zhen_SDR_12,0.358778626
Zhen_SDR_9,Zhen_SDR_13,0.241496599
Zhen_SDR_9,Zhen_SDR_14,0.214285714
Zhen_SDR_9,Zhen_SDR_15,0.265993266
Zhen_SDR_9,Zhen_SDR_16,0.227848101
Zhen_SDR_9,Zhen_SDR_17,0.213450292
Zhen_SDR_9,Zhen_SDR_18,0.201729107
Zhen_SDR_9,Zhen_SDR_19,0.321138211
Zhen_SDR_9,Zhen_SDR_20,0.243421053
Zhen_SDR_9,Zhen_SDR_21,0.301075269
Zhen_SDR_9,Zhen_SDR_22,0.143695015
Zhen_SDR_9,Zhen_SDR_23,0.224683544
Zhen_SDR_9,Zhen_SDR_24,0.163069544
Zhen_SDR_9,Zhen_SDR_25,0.227665706
Zhen_SDR_9,Zhen_SDR_26,0.238636364
Zhen_SDR_9,Zhen_SDR_27,0.219135802
Zhen_SDR_9,Zhen_SDR_28,0.217665615
Zhen_SDR_9,Zhen_SDR_29,0.22295082
Zhen_SDR_9,Zhen_SDR_30,0.230031949
Zhen_SDR_9,Zhen_SDR_31,0.236486486
Zhen_SDR_9,Zhen_SDR_32,0.236768802
Zhen_SDR_9,Zhen_SDR_33,0.320895522
Zhen_SDR_9,Zhen_SDR_34,0.226804124
Zhen_SDR_9,Zhen_SDR_35,0.243076923
Zhen_SDR_9,Zhen_SDR_36,0.258503401
Zhen_SDR_9,Zhen_SDR_37,0.265625
Zhen_SDR_9,Zhen_SDR_38,0.279874214
Zhen_SDR_9,Zhen_SDR_39,0.321192053
Zhen_SDR_9,Zhen_SDR_40,0.247588424
Zhen_SDR_9,Zhen_SDR_42,0.268965517
Zhen_SDR_9,Zhen_SDR_43,0.221864952
Zhen_SDR_9,Zhen_SDR_44,0.444444444
Zhen_SDR_9,Zhen_SDR_45,0.266881029
Zhen_SDR_9,Zhen_SDR_46,0.21630094
Zhen_SDR_9,Zhen_SDR_47,0.252252252
Zhen_SDR_9,Zhen_SDR_48,0.225988701
Zhen_SDR_9,Zhen_SDR_49,0.142028986
Zhen_SDR_9,Zhen_SDR_50,0.251633987
Zhen_SDR_9,Zhen_SDR_51,0.245098039
Zhen_SDR_9,Zhen_SDR_52,0.232484076
Zhen_SDR_9,Zhen_SDR_53,0.240802676
Zhen_SDR_9,Zhen_SDR_54,0.194610778
Zhen_SDR_9,Zhen_SDR_55,0.266666667
Zhen_SDR_9,Zhen_SDR_56,0.224025974
Zhen_SDR_9,Zhen_SDR_57,0.339552239
Zhen_SDR_9,Zhen_SDR_58,0.226415094
Zhen_SDR_9,Zhen_SDR_59,0.282758621
Zhen_SDR_9,Zhen_SDR_60,0.220779221
Zhen_SDR_9,Zhen_SDR_61,0.262237762
Zhen_SDR_9,Zhen_SDR_62,0.25297619
Zhen_SDR_9,Zhen_SDR_63,0.216949153
Zhen_SDR_9,Zhen_SDR_64,0.268041237
Zhen_SDR_9,Zhen_SDR_65,0.17961165
Zhen_SDR_9,Zhen_SDR_66,0.273381295
Zhen_SDR_9,Zhen_SDR_67,0.221893491
Zhen_SDR_9,Zhen_SDR_68,0.325174825
Zhen_SDR_9,Zhen_SDR_69,0.322344322
Zhen_SDR_9,Zhen_SDR_71,0.339920949
Zhen_SDR_9,Zhen_SDR_72,0.305555556
Zhen_SDR_9,Zhen_SDR_73,0.254019293
Zhen_SDR_9,Zhen_SDR_74,0.190625
Zhen_SDR_9,Zhen_SDR_75,0.288732394
Zhen_SDR_9,Zhen_SDR_76,0.259786477
Zhen_SDR_9,Zhen_SDR_77,0.258785942
Zhen_SDR_9,Zhen_SDR_78,0.223642173
Zhen_SDR_9,Zhen_SDR_79,0.251612903
Zhen_SDR_9,Zhen_SDR_80,0.184615385
Zhen_SDR_9,Zhen_SDR_81,0.292775665
Zhen_SDR_9,Zhen_SDR_82,0.229032258
Zhen_SDR_9,Zhen_SDR_83,0.199430199
Zhen_SDR_9,Zhen_SDR_84,0.25862069
Zhen_SDR_9,Zhen_SDR_85,0.317857143
Zhen_SDR_9,Zhen_SDR_86,0.358267717
Zhen_SDR_9,Zhen_SDR_87,0.121447028
Zhen_SDR_9,Zhen_SDR_88,0.187134503
Zhen_SDR_9,Zhen_SDR_89,0.224299065
Zhen_SDR_9,Zhen_SDR_90,0.205521472
Zhen_SDR_9,Zhen_SDR_91,0.274576271
Zhen_SDR_9,Zhen_SDR_92,0.192982456
Zhen_SDR_9,Zhen_SDR_93,0.274193548
Zhen_SDR_14,Zhen_SDR_15,0.263665595
Zhen_SDR_14,Zhen_SDR_16,0.213740458
Zhen_SDR_14,Zhen_SDR_17,0.335483871
Zhen_SDR_14,Zhen_SDR_18,0.248538012
Zhen_SDR_14,Zhen_SDR_19,0.293333333
Zhen_SDR_14,Zhen_SDR_20,0.346289753
Zhen_SDR_14,Zhen_SDR_21,0.225519288
Zhen_SDR_14,Zhen_SDR_22,0.331034483
Zhen_SDR_14,Zhen_SDR_23,0.213855422
Zhen_SDR_14,Zhen_SDR_24,0.265927978
Zhen_SDR_14,Zhen_SDR_25,0.308176101
Zhen_SDR_14,Zhen_SDR_26,0.228169014
Zhen_SDR_14,Zhen_SDR_27,0.297297297
Zhen_SDR_14,Zhen_SDR_28,0.352941176
Zhen_SDR_14,Zhen_SDR_29,0.27027027
Zhen_SDR_14,Zhen_SDR_30,0.267295597
Zhen_SDR_14,Zhen_SDR_31,0.18028169
Zhen_SDR_14,Zhen_SDR_32,0.369085174
Zhen_SDR_14,Zhen_SDR_33,0.300353357
Zhen_SDR_14,Zhen_SDR_34,0.217603912
Zhen_SDR_14,Zhen_SDR_35,0.27388535
Zhen_SDR_14,Zhen_SDR_36,0.405511811
Zhen_SDR_14,Zhen_SDR_37,0.339933993
Zhen_SDR_14,Zhen_SDR_38,0.3
Zhen_SDR_14,Zhen_SDR_39,0.294294294
Zhen_SDR_14,Zhen_SDR_40,0.341463415
Zhen_SDR_14,Zhen_SDR_42,0.304195804
Zhen_SDR_14,Zhen_SDR_43,0.297577855
Zhen_SDR_14,Zhen_SDR_44,0.235294118
Zhen_SDR_14,Zhen_SDR_45,0.363636364
Zhen_SDR_14,Zhen_SDR_46,0.34519573
Zhen_SDR_14,Zhen_SDR_47,0.372990354
Zhen_SDR_14,Zhen_SDR_48,0.319620253
Zhen_SDR_14,Zhen_SDR_49,0.3
Zhen_SDR_14,Zhen_SDR_50,0.351973684
Zhen_SDR_14,Zhen_SDR_51,0.35971223
Zhen_SDR_14,Zhen_SDR_52,0.319148936
Zhen_SDR_14,Zhen_SDR_53,0.320143885
Zhen_SDR_14,Zhen_SDR_54,0.322683706
Zhen_SDR_14,Zhen_SDR_55,0.321678322
Zhen_SDR_14,Zhen_SDR_56,0.3
Zhen_SDR_14,Zhen_SDR_57,0.229102167
Zhen_SDR_14,Zhen_SDR_58,0.277456647
Zhen_SDR_14,Zhen_SDR_59,0.019148936
Zhen_SDR_14,Zhen_SDR_60,0.259515571
Zhen_SDR_14,Zhen_SDR_61,0.338028169
Zhen_SDR_14,Zhen_SDR_62,0.305031447
Zhen_SDR_14,Zhen_SDR_63,0.320422535
Zhen_SDR_14,Zhen_SDR_64,0.361623616
Zhen_SDR_14,Zhen_SDR_65,0.21291866
Zhen_SDR_14,Zhen_SDR_66,0.213855422
Zhen_SDR_14,Zhen_SDR_67,0.340694006
Zhen_SDR_14,Zhen_SDR_68,0.2909699
Zhen_SDR_14,Zhen_SDR_69,0.282229965
Zhen_SDR_14,Zhen_SDR_71,0.291525424
Zhen_SDR_14,Zhen_SDR_72,0.294915254
Zhen_SDR_14,Zhen_SDR_73,0.365313653
Zhen_SDR_14,Zhen_SDR_74,0.29020979
Zhen_SDR_14,Zhen_SDR_75,0.2
Zhen_SDR_14,Zhen_SDR_76,0.306049822
Zhen_SDR_14,Zhen_SDR_77,0.352739726
Zhen_SDR_14,Zhen_SDR_78,0.338028169
Zhen_SDR_14,Zhen_SDR_79,0.17270195
Zhen_SDR_14,Zhen_SDR_80,0.237113402
Zhen_SDR_14,Zhen_SDR_81,0.312030075
Zhen_SDR_14,Zhen_SDR_82,0.318996416
Zhen_SDR_14,Zhen_SDR_83,0.161038961
Zhen_SDR_14,Zhen_SDR_84,0.229885057
Zhen_SDR_14,Zhen_SDR_85,0.082938389
Zhen_SDR_14,Zhen_SDR_86,0.204142012
Zhen_SDR_14,Zhen_SDR_87,0.338028169
Zhen_SDR_14,Zhen_SDR_88,0.33559322
Zhen_SDR_14,Zhen_SDR_89,0.199421965
Zhen_SDR_14,Zhen_SDR_90,0.230538922
Zhen_SDR_14,Zhen_SDR_91,0.290734824
Zhen_SDR_14,Zhen_SDR_92,0.237467018
Zhen_SDR_14,Zhen_SDR_93,0.337704918
Zhen_SDR_8,Zhen_SDR_9,0.299295775
Zhen_SDR_8,Zhen_SDR_10,0.287790698
Zhen_SDR_8,Zhen_SDR_11,0.218487395
Zhen_SDR_8,Zhen_SDR_12,0.326007326
Zhen_SDR_8,Zhen_SDR_13,0.404761905
Zhen_SDR_8,Zhen_SDR_14,0.351851852
Zhen_SDR_8,Zhen_SDR_15,0.337037037
Zhen_SDR_8,Zhen_SDR_16,0.233160622
Zhen_SDR_8,Zhen_SDR_17,0.262658228
Zhen_SDR_8,Zhen_SDR_18,0.207492795
Zhen_SDR_8,Zhen_SDR_19,0.328301887
Zhen_SDR_8,Zhen_SDR_20,0.272413793
Zhen_SDR_8,Zhen_SDR_21,0.358490566
Zhen_SDR_8,Zhen_SDR_22,0.389312977
Zhen_SDR_8,Zhen_SDR_23,0.285714286
Zhen_SDR_8,Zhen_SDR_24,0.3
Zhen_SDR_8,Zhen_SDR_25,0.12745098
Zhen_SDR_8,Zhen_SDR_26,0.239316239
Zhen_SDR_8,Zhen_SDR_27,0.095823096
Zhen_SDR_8,Zhen_SDR_28,0.281588448
Zhen_SDR_8,Zhen_SDR_29,0.37037037
Zhen_SDR_8,Zhen_SDR_30,0.286666667
Zhen_SDR_8,Zhen_SDR_31,0.318644068
Zhen_SDR_8,Zhen_SDR_32,0.284883721
Zhen_SDR_8,Zhen_SDR_33,0.401574803
Zhen_SDR_8,Zhen_SDR_34,0.199524941
Zhen_SDR_8,Zhen_SDR_35,0.291139241
Zhen_SDR_8,Zhen_SDR_36,0.360594796
Zhen_SDR_8,Zhen_SDR_37,0.315614618
Zhen_SDR_8,Zhen_SDR_38,0.281456954
Zhen_SDR_8,Zhen_SDR_39,0.294670846
Zhen_SDR_8,Zhen_SDR_40,0.31147541
Zhen_SDR_8,Zhen_SDR_42,0.296028881
Zhen_SDR_8,Zhen_SDR_43,0.3125
Zhen_SDR_8,Zhen_SDR_44,0.251633987
Zhen_SDR_8,Zhen_SDR_45,0.303333333
Zhen_SDR_8,Zhen_SDR_46,0.242811502
Zhen_SDR_8,Zhen_SDR_47,0.309677419
Zhen_SDR_8,Zhen_SDR_48,0.298412698
Zhen_SDR_8,Zhen_SDR_49,0.225806452
Zhen_SDR_8,Zhen_SDR_50,0.056306306
Zhen_SDR_8,Zhen_SDR_51,0.401544402
Zhen_SDR_8,Zhen_SDR_52,0.365671642
Zhen_SDR_8,Zhen_SDR_53,0.227564103
Zhen_SDR_8,Zhen_SDR_54,0.130653266
Zhen_SDR_8,Zhen_SDR_55,0.324324324
Zhen_SDR_8,Zhen_SDR_56,0.171348315
Zhen_SDR_8,Zhen_SDR_57,0.288194444
Zhen_SDR_8,Zhen_SDR_58,0.177884615
Zhen_SDR_8,Zhen_SDR_59,0.188622754
Zhen_SDR_8,Zhen_SDR_60,0.266891892
Zhen_SDR_8,Zhen_SDR_61,0.381679389
Zhen_SDR_8,Zhen_SDR_62,0.387323944
Zhen_SDR_8,Zhen_SDR_63,0.182370821
Zhen_SDR_8,Zhen_SDR_64,0.272058824
Zhen_SDR_8,Zhen_SDR_65,0.130820399
Zhen_SDR_8,Zhen_SDR_66,0.334545455
Zhen_SDR_8,Zhen_SDR_67,0.267295597
Zhen_SDR_8,Zhen_SDR_68,0.306049822
Zhen_SDR_8,Zhen_SDR_69,0.33460076
Zhen_SDR_8,Zhen_SDR_71,0.335820896
Zhen_SDR_8,Zhen_SDR_72,0.326007326
Zhen_SDR_8,Zhen_SDR_73,0.337931034
Zhen_SDR_8,Zhen_SDR_74,0.296703297
Zhen_SDR_8,Zhen_SDR_75,0.262626263
Zhen_SDR_8,Zhen_SDR_76,0.385245902
Zhen_SDR_8,Zhen_SDR_77,0.302547771
Zhen_SDR_8,Zhen_SDR_78,0.336805556
Zhen_SDR_8,Zhen_SDR_79,0.233226837
Zhen_SDR_8,Zhen_SDR_80,0.208672087
Zhen_SDR_8,Zhen_SDR_81,0.308300395
Zhen_SDR_8,Zhen_SDR_82,0.11627907
Zhen_SDR_8,Zhen_SDR_83,0.251572327
Zhen_SDR_8,Zhen_SDR_84,0.244318182
Zhen_SDR_8,Zhen_SDR_85,0.241830065
Zhen_SDR_8,Zhen_SDR_86,0.276094276
Zhen_SDR_8,Zhen_SDR_87,0.32247557
Zhen_SDR_8,Zhen_SDR_88,0.288819876
Zhen_SDR_8,Zhen_SDR_89,0.210059172
Zhen_SDR_8,Zhen_SDR_90,0.214067278
Zhen_SDR_8,Zhen_SDR_91,0.203703704
Zhen_SDR_8,Zhen_SDR_92,0.138248848
Zhen_SDR_8,Zhen_SDR_93,0.325732899
Zhen_SDR_7,Zhen_SDR_8,0.303571429
Zhen_SDR_7,Zhen_SDR_9,0.255102041
Zhen_SDR_7,Zhen_SDR_10,0.198453608
Zhen_SDR_7,Zhen_SDR_11,0.189333333
Zhen_SDR_7,Zhen_SDR_12,0.349809886
Zhen_SDR_7,Zhen_SDR_13,0.283687943
Zhen_SDR_7,Zhen_SDR_14,0.223602484
Zhen_SDR_7,Zhen_SDR_15,0.317343173
Zhen_SDR_7,Zhen_SDR_16,0.253968254
Zhen_SDR_7,Zhen_SDR_17,0.203438395
Zhen_SDR_7,Zhen_SDR_18,0.212034384
Zhen_SDR_7,Zhen_SDR_19,0.366141732
Zhen_SDR_7,Zhen_SDR_20,0.241042345
Zhen_SDR_7,Zhen_SDR_21,0.254071661
Zhen_SDR_7,Zhen_SDR_22,0.286713287
Zhen_SDR_7,Zhen_SDR_23,0.314079422
Zhen_SDR_7,Zhen_SDR_24,0.161290323
Zhen_SDR_7,Zhen_SDR_25,0.220588235
Zhen_SDR_7,Zhen_SDR_26,0.273255814
Zhen_SDR_7,Zhen_SDR_27,0.16713881
Zhen_SDR_7,Zhen_SDR_28,0.21630094
Zhen_SDR_7,Zhen_SDR_29,0.273684211
Zhen_SDR_7,Zhen_SDR_30,0.296928328
Zhen_SDR_7,Zhen_SDR_31,0.233918129
Zhen_SDR_7,Zhen_SDR_32,0.226256983
Zhen_SDR_7,Zhen_SDR_33,0.276094276
Zhen_SDR_7,Zhen_SDR_34,0.184275184
Zhen_SDR_7,Zhen_SDR_35,0.248466258
Zhen_SDR_7,Zhen_SDR_36,0.211180124
Zhen_SDR_7,Zhen_SDR_37,0.186629526
Zhen_SDR_7,Zhen_SDR_38,0.193083573
Zhen_SDR_7,Zhen_SDR_39,0.203910615
Zhen_SDR_7,Zhen_SDR_40,0.265625
Zhen_SDR_7,Zhen_SDR_42,0.238709677
Zhen_SDR_7,Zhen_SDR_43,0.248407643
Zhen_SDR_7,Zhen_SDR_44,0.307420495
Zhen_SDR_7,Zhen_SDR_45,0.270516717
Zhen_SDR_7,Zhen_SDR_46,0.222222222
Zhen_SDR_7,Zhen_SDR_47,0.234636872
Zhen_SDR_7,Zhen_SDR_48,0.220744681
Zhen_SDR_7,Zhen_SDR_49,0.149855908
Zhen_SDR_7,Zhen_SDR_50,0.258358663
Zhen_SDR_7,Zhen_SDR_51,0.267326733
Zhen_SDR_7,Zhen_SDR_52,0.292682927
Zhen_SDR_7,Zhen_SDR_53,0.238670695
Zhen_SDR_7,Zhen_SDR_54,0.198250729
Zhen_SDR_7,Zhen_SDR_55,0.21221865
Zhen_SDR_7,Zhen_SDR_56,0.208823529
Zhen_SDR_7,Zhen_SDR_57,0.335664336
Zhen_SDR_7,Zhen_SDR_58,0.199475066
Zhen_SDR_7,Zhen_SDR_59,0.279863481
Zhen_SDR_7,Zhen_SDR_60,0.231270358
Zhen_SDR_7,Zhen_SDR_61,0.243076923
Zhen_SDR_7,Zhen_SDR_62,0.321192053
Zhen_SDR_7,Zhen_SDR_63,0.212962963
Zhen_SDR_7,Zhen_SDR_64,0.181818182
Zhen_SDR_7,Zhen_SDR_65,0.20610687
Zhen_SDR_7,Zhen_SDR_66,0.349442379
Zhen_SDR_7,Zhen_SDR_67,0.213114754
Zhen_SDR_7,Zhen_SDR_68,0.246835443
Zhen_SDR_7,Zhen_SDR_69,0.261168385
Zhen_SDR_7,Zhen_SDR_71,0.338521401
Zhen_SDR_7,Zhen_SDR_72,0.305555556
Zhen_SDR_7,Zhen_SDR_73,0.257234727
Zhen_SDR_7,Zhen_SDR_74,0.233974359
Zhen_SDR_7,Zhen_SDR_75,0.295302013
Zhen_SDR_7,Zhen_SDR_76,0.31316726
Zhen_SDR_7,Zhen_SDR_77,0.261261261
Zhen_SDR_7,Zhen_SDR_78,0.2125
Zhen_SDR_7,Zhen_SDR_79,0.239520958
Zhen_SDR_7,Zhen_SDR_80,0.222811671
Zhen_SDR_7,Zhen_SDR_81,0.24025974
Zhen_SDR_7,Zhen_SDR_82,0.231974922
Zhen_SDR_7,Zhen_SDR_83,0.188732394
Zhen_SDR_7,Zhen_SDR_84,0.261111111
Zhen_SDR_7,Zhen_SDR_85,0.222551929
Zhen_SDR_7,Zhen_SDR_86,0.284671533
Zhen_SDR_7,Zhen_SDR_87,0.244047619
Zhen_SDR_7,Zhen_SDR_88,0.251515152
Zhen_SDR_7,Zhen_SDR_89,0.216524217
Zhen_SDR_7,Zhen_SDR_90,0.263665595
Zhen_SDR_7,Zhen_SDR_91,0.245791246
Zhen_SDR_7,Zhen_SDR_92,0.14516129
Zhen_SDR_7,Zhen_SDR_93,0.231707317
Zhen_SDR_5,Zhen_SDR_6,0.417355372
Zhen_SDR_5,Zhen_SDR_7,0.300353357
Zhen_SDR_5,Zhen_SDR_8,0.276816609
Zhen_SDR_5,Zhen_SDR_9,0.3984375
Zhen_SDR_5,Zhen_SDR_10,0.20984456
Zhen_SDR_5,Zhen_SDR_11,0.195592287
Zhen_SDR_5,Zhen_SDR_12,0.386831276
Zhen_SDR_5,Zhen_SDR_13,0.315018315
Zhen_SDR_5,Zhen_SDR_14,0.222929936
Zhen_SDR_5,Zhen_SDR_15,0.275510204
Zhen_SDR_5,Zhen_SDR_16,0.264550265
Zhen_SDR_5,Zhen_SDR_17,0.25
Zhen_SDR_5,Zhen_SDR_18,0.26645768
Zhen_SDR_5,Zhen_SDR_19,0.355731225
Zhen_SDR_5,Zhen_SDR_20,0.273356401
Zhen_SDR_5,Zhen_SDR_21,0.256140351
Zhen_SDR_5,Zhen_SDR_22,0.336996337
Zhen_SDR_5,Zhen_SDR_23,0.260416667
Zhen_SDR_5,Zhen_SDR_24,0.216494845
Zhen_SDR_5,Zhen_SDR_25,0.271293375
Zhen_SDR_5,Zhen_SDR_26,0.248554913
Zhen_SDR_5,Zhen_SDR_27,0.207100592
Zhen_SDR_5,Zhen_SDR_28,0.27852349
Zhen_SDR_5,Zhen_SDR_29,0.298245614
Zhen_SDR_5,Zhen_SDR_30,0.320689655
Zhen_SDR_5,Zhen_SDR_31,0.263513514
Zhen_SDR_5,Zhen_SDR_32,0.25
Zhen_SDR_5,Zhen_SDR_33,0.111111111
Zhen_SDR_5,Zhen_SDR_34,0.130820399
Zhen_SDR_5,Zhen_SDR_35,0.276595745
Zhen_SDR_5,Zhen_SDR_36,0.254966887
Zhen_SDR_5,Zhen_SDR_37,0.26625387
Zhen_SDR_5,Zhen_SDR_38,0.284345048
Zhen_SDR_5,Zhen_SDR_39,0.296969697
Zhen_SDR_5,Zhen_SDR_40,0.285714286
Zhen_SDR_5,Zhen_SDR_42,0.272727273
Zhen_SDR_5,Zhen_SDR_43,0.259259259
Zhen_SDR_5,Zhen_SDR_44,0.506224066
Zhen_SDR_5,Zhen_SDR_45,0.237082067
Zhen_SDR_5,Zhen_SDR_46,0.252459016
Zhen_SDR_5,Zhen_SDR_47,0.315625
Zhen_SDR_5,Zhen_SDR_48,0.256797583
Zhen_SDR_5,Zhen_SDR_49,0.138235294
Zhen_SDR_5,Zhen_SDR_50,0.25566343
Zhen_SDR_5,Zhen_SDR_51,0.313868613
Zhen_SDR_5,Zhen_SDR_52,0.359375
Zhen_SDR_5,Zhen_SDR_53,0.189274448
Zhen_SDR_5,Zhen_SDR_54,0.258566978
Zhen_SDR_5,Zhen_SDR_55,0.250847458
Zhen_SDR_5,Zhen_SDR_56,0.214285714
Zhen_SDR_5,Zhen_SDR_57,0.375478927
Zhen_SDR_5,Zhen_SDR_58,0.245070423
Zhen_SDR_5,Zhen_SDR_59,0.261980831
Zhen_SDR_5,Zhen_SDR_60,0.264808362
Zhen_SDR_5,Zhen_SDR_61,0.192073171
Zhen_SDR_5,Zhen_SDR_62,0.310580205
Zhen_SDR_5,Zhen_SDR_63,0.198083067
Zhen_SDR_5,Zhen_SDR_64,0.238095238
Zhen_SDR_5,Zhen_SDR_65,0.262337662
Zhen_SDR_5,Zhen_SDR_66,0.354961832
Zhen_SDR_5,Zhen_SDR_67,0.267912773
Zhen_SDR_5,Zhen_SDR_68,0.307971014
Zhen_SDR_5,Zhen_SDR_69,0.323420074
Zhen_SDR_5,Zhen_SDR_71,0.295454545
Zhen_SDR_5,Zhen_SDR_72,0.306930693
Zhen_SDR_5,Zhen_SDR_73,0.249190939
Zhen_SDR_5,Zhen_SDR_74,0.227564103
Zhen_SDR_5,Zhen_SDR_75,0.34057971
Zhen_SDR_5,Zhen_SDR_76,0.326086957
Zhen_SDR_5,Zhen_SDR_77,0.242990654
Zhen_SDR_5,Zhen_SDR_78,0.291525424
Zhen_SDR_5,Zhen_SDR_79,0.236421725
Zhen_SDR_5,Zhen_SDR_80,0.067901235
Zhen_SDR_5,Zhen_SDR_81,0.323308271
Zhen_SDR_5,Zhen_SDR_82,0.240924092
Zhen_SDR_5,Zhen_SDR_83,0.203030303
Zhen_SDR_5,Zhen_SDR_84,0.266272189
Zhen_SDR_5,Zhen_SDR_85,0.317725753
Zhen_SDR_5,Zhen_SDR_86,0.282758621
Zhen_SDR_5,Zhen_SDR_87,0.190607735
Zhen_SDR_5,Zhen_SDR_88,0.077647059
Zhen_SDR_5,Zhen_SDR_89,0.242138365
Zhen_SDR_5,Zhen_SDR_90,0.230519481
Zhen_SDR_5,Zhen_SDR_91,0.219354839
Zhen_SDR_5,Zhen_SDR_92,0.1575179
Zhen_SDR_5,Zhen_SDR_93,0.232142857
Zhen_SDR_6,Zhen_SDR_7,0.346153846
Zhen_SDR_6,Zhen_SDR_8,0.268817204
Zhen_SDR_6,Zhen_SDR_9,0.356321839
Zhen_SDR_6,Zhen_SDR_10,0.220108696
Zhen_SDR_6,Zhen_SDR_11,0.164835165
