SDR1,SDR2,subset_id
Zhen_SDR_12,Zhen_SDR_89,0.086350975
Zhen_SDR_12,Zhen_SDR_90,0.163461538
Zhen_SDR_12,Zhen_SDR_91,0.083102493
Zhen_SDR_12,Zhen_SDR_92,0.157068063
Zhen_SDR_12,Zhen_SDR_93,0.145552561
Zhen_SDR_13,Zhen_SDR_14,0.170289855
Zhen_SDR_13,Zhen_SDR_15,0.175257732
Zhen_SDR_13,Zhen_SDR_16,0.113425926
Zhen_SDR_13,Zhen_SDR_17,0.126721763
Zhen_SDR_13,Zhen_SDR_18,0.194174757
Zhen_SDR_13,Zhen_SDR_19,0.206642066
Zhen_SDR_13,Zhen_SDR_20,0.198473282
Zhen_SDR_13,Zhen_SDR_21,0.230215827
Zhen_SDR_13,Zhen_SDR_22,0.197761194
Zhen_SDR_13,Zhen_SDR_23,0.167741935
Zhen_SDR_13,Zhen_SDR_24,0.159151194
Zhen_SDR_13,Zhen_SDR_25,0.188741722
Zhen_SDR_13,Zhen_SDR_26,0.147826087
Zhen_SDR_13,Zhen_SDR_27,0.141955836
Zhen_SDR_13,Zhen_SDR_28,0.176923077
Zhen_SDR_13,Zhen_SDR_29,0.2
Zhen_SDR_13,Zhen_SDR_30,0.183453237
Zhen_SDR_13,Zhen_SDR_31,0.206405694
Zhen_SDR_13,Zhen_SDR_32,0.178787879
Zhen_SDR_13,Zhen_SDR_33,0.196153846
Zhen_SDR_13,Zhen_SDR_34,0.126649077
Zhen_SDR_13,Zhen_SDR_35,0.151419558
Zhen_SDR_13,Zhen_SDR_36,0.164835165
Zhen_SDR_13,Zhen_SDR_37,0.159235669
Zhen_SDR_13,Zhen_SDR_38,0.19047619
Zhen_SDR_13,Zhen_SDR_39,0.144615385
Zhen_SDR_13,Zhen_SDR_40,0.138263666
Zhen_SDR_13,Zhen_SDR_42,0.191489362
Zhen_SDR_13,Zhen_SDR_43,0.187279152
Zhen_SDR_13,Zhen_SDR_44,0.159010601
Zhen_SDR_13,Zhen_SDR_45,0.216606498
Zhen_SDR_13,Zhen_SDR_46,0.182432432
Zhen_SDR_13,Zhen_SDR_47,0.169230769
Zhen_SDR_13,Zhen_SDR_48,0.191358025
Zhen_SDR_13,Zhen_SDR_49,0.128617363
Zhen_SDR_13,Zhen_SDR_50,0.070351759
Zhen_SDR_13,Zhen_SDR_51,0.234375
Zhen_SDR_13,Zhen_SDR_52,0.219607843
Zhen_SDR_13,Zhen_SDR_53,0.166077739
Zhen_SDR_13,Zhen_SDR_54,0.195876289
Zhen_SDR_13,Zhen_SDR_55,0.183823529
Zhen_SDR_13,Zhen_SDR_56,0.18815331
Zhen_SDR_13,Zhen_SDR_57,0.161512027
Zhen_SDR_13,Zhen_SDR_58,0.135211268
Zhen_SDR_13,Zhen_SDR_59,0.199312715
Zhen_SDR_13,Zhen_SDR_60,0.142348754
Zhen_SDR_13,Zhen_SDR_61,0.168874172
Zhen_SDR_13,Zhen_SDR_62,0.202054795
Zhen_SDR_13,Zhen_SDR_63,0.184027778
Zhen_SDR_13,Zhen_SDR_64,0.205992509
Zhen_SDR_13,Zhen_SDR_65,0.101616628
Zhen_SDR_13,Zhen_SDR_66,0.032786885
Zhen_SDR_13,Zhen_SDR_67,0.160377358
Zhen_SDR_13,Zhen_SDR_68,0.205035971
Zhen_SDR_13,Zhen_SDR_69,0.212355212
Zhen_SDR_13,Zhen_SDR_71,0.22826087
Zhen_SDR_13,Zhen_SDR_72,0.170731707
Zhen_SDR_13,Zhen_SDR_73,0.149635036
Zhen_SDR_13,Zhen_SDR_74,0.185714286
Zhen_SDR_13,Zhen_SDR_75,0.159722222
Zhen_SDR_13,Zhen_SDR_76,0.243137255
Zhen_SDR_13,Zhen_SDR_77,0.176470588
Zhen_SDR_13,Zhen_SDR_78,0.071038251
Zhen_SDR_13,Zhen_SDR_79,0.164179104
Zhen_SDR_13,Zhen_SDR_80,0.031496063
Zhen_SDR_13,Zhen_SDR_81,0.183745583
Zhen_SDR_13,Zhen_SDR_82,0.159468439
Zhen_SDR_13,Zhen_SDR_83,0.14375
Zhen_SDR_13,Zhen_SDR_84,0.106329114
Zhen_SDR_13,Zhen_SDR_85,0.14375
Zhen_SDR_13,Zhen_SDR_86,0.169381107
Zhen_SDR_13,Zhen_SDR_87,0.19112628
Zhen_SDR_13,Zhen_SDR_88,0.202090592
Zhen_SDR_13,Zhen_SDR_89,0.180602007
Zhen_SDR_13,Zhen_SDR_90,0.19047619
Zhen_SDR_13,Zhen_SDR_91,0.105421687
Zhen_SDR_13,Zhen_SDR_92,0.142857143
Zhen_SDR_13,Zhen_SDR_93,0.186544343
Zhen_SDR_9,Zhen_SDR_10,0.127320955
Zhen_SDR_9,Zhen_SDR_11,0.116216216
Zhen_SDR_9,Zhen_SDR_12,0.22519084
Zhen_SDR_9,Zhen_SDR_13,0.142857143
Zhen_SDR_9,Zhen_SDR_14,0.130434783
Zhen_SDR_9,Zhen_SDR_15,0.188552189
Zhen_SDR_9,Zhen_SDR_16,0.13164557
Zhen_SDR_9,Zhen_SDR_17,0.140350877
Zhen_SDR_9,Zhen_SDR_18,0.106628242
Zhen_SDR_9,Zhen_SDR_19,0.223577236
Zhen_SDR_9,Zhen_SDR_20,0.141447368
Zhen_SDR_9,Zhen_SDR_21,0.157706093
Zhen_SDR_9,Zhen_SDR_22,0.099706745
Zhen_SDR_9,Zhen_SDR_23,0.148734177
Zhen_SDR_9,Zhen_SDR_24,0.112709832
Zhen_SDR_9,Zhen_SDR_25,0.146974063
Zhen_SDR_9,Zhen_SDR_26,0.130681818
Zhen_SDR_9,Zhen_SDR_27,0.141975309
Zhen_SDR_9,Zhen_SDR_28,0.132492114
Zhen_SDR_9,Zhen_SDR_29,0.140983607
Zhen_SDR_9,Zhen_SDR_30,0.162939297
Zhen_SDR_9,Zhen_SDR_31,0.148648649
Zhen_SDR_9,Zhen_SDR_32,0.144846797
Zhen_SDR_9,Zhen_SDR_33,0.171641791
Zhen_SDR_9,Zhen_SDR_34,0.141752577
Zhen_SDR_9,Zhen_SDR_35,0.169230769
Zhen_SDR_9,Zhen_SDR_36,0.180272109
Zhen_SDR_9,Zhen_SDR_37,0.165625
Zhen_SDR_9,Zhen_SDR_38,0.150943396
Zhen_SDR_9,Zhen_SDR_39,0.19205298
Zhen_SDR_9,Zhen_SDR_40,0.144694534
Zhen_SDR_9,Zhen_SDR_42,0.196551724
Zhen_SDR_9,Zhen_SDR_43,0.154340836
Zhen_SDR_9,Zhen_SDR_44,0.304526749
Zhen_SDR_9,Zhen_SDR_45,0.176848875
Zhen_SDR_9,Zhen_SDR_46,0.131661442
Zhen_SDR_9,Zhen_SDR_47,0.153153153
Zhen_SDR_9,Zhen_SDR_48,0.121468927
Zhen_SDR_9,Zhen_SDR_49,0.092753623
Zhen_SDR_9,Zhen_SDR_50,0.150326797
Zhen_SDR_9,Zhen_SDR_51,0.173202614
Zhen_SDR_9,Zhen_SDR_52,0.146496815
Zhen_SDR_9,Zhen_SDR_53,0.143812709
Zhen_SDR_9,Zhen_SDR_54,0.131736527
Zhen_SDR_9,Zhen_SDR_55,0.157894737
Zhen_SDR_9,Zhen_SDR_56,0.126623377
Zhen_SDR_9,Zhen_SDR_57,0.201492537
Zhen_SDR_9,Zhen_SDR_58,0.118598383
Zhen_SDR_9,Zhen_SDR_59,0.168965517
Zhen_SDR_9,Zhen_SDR_60,0.126623377
Zhen_SDR_9,Zhen_SDR_61,0.167832168
Zhen_SDR_9,Zhen_SDR_62,0.151785714
Zhen_SDR_9,Zhen_SDR_63,0.13220339
Zhen_SDR_9,Zhen_SDR_64,0.137457045
Zhen_SDR_9,Zhen_SDR_65,0.106796117
Zhen_SDR_9,Zhen_SDR_66,0.151079137
Zhen_SDR_9,Zhen_SDR_67,0.127218935
Zhen_SDR_9,Zhen_SDR_68,0.206293706
Zhen_SDR_9,Zhen_SDR_69,0.197802198
Zhen_SDR_9,Zhen_SDR_71,0.225296443
Zhen_SDR_9,Zhen_SDR_72,0.184027778
Zhen_SDR_9,Zhen_SDR_73,0.144694534
Zhen_SDR_9,Zhen_SDR_74,0.134375
Zhen_SDR_9,Zhen_SDR_75,0.172535211
Zhen_SDR_9,Zhen_SDR_76,0.1886121
Zhen_SDR_9,Zhen_SDR_77,0.169329073
Zhen_SDR_9,Zhen_SDR_78,0.134185304
Zhen_SDR_9,Zhen_SDR_79,0.135483871
Zhen_SDR_9,Zhen_SDR_80,0.11025641
Zhen_SDR_9,Zhen_SDR_81,0.163498099
Zhen_SDR_9,Zhen_SDR_82,0.122580645
Zhen_SDR_9,Zhen_SDR_83,0.131054131
Zhen_SDR_9,Zhen_SDR_84,0.146551724
Zhen_SDR_9,Zhen_SDR_85,0.178571429
Zhen_SDR_9,Zhen_SDR_86,0.220472441
Zhen_SDR_9,Zhen_SDR_87,0.054263566
Zhen_SDR_9,Zhen_SDR_88,0.087719298
Zhen_SDR_9,Zhen_SDR_89,0.143302181
Zhen_SDR_9,Zhen_SDR_90,0.13803681
Zhen_SDR_9,Zhen_SDR_91,0.152542373
Zhen_SDR_9,Zhen_SDR_92,0.130325815
Zhen_SDR_9,Zhen_SDR_93,0.158064516
Zhen_SDR_14,Zhen_SDR_15,0.163987138
Zhen_SDR_14,Zhen_SDR_16,0.139949109
Zhen_SDR_14,Zhen_SDR_17,0.180645161
Zhen_SDR_14,Zhen_SDR_18,0.152046784
Zhen_SDR_14,Zhen_SDR_19,0.173333333
Zhen_SDR_14,Zhen_SDR_20,0.176678445
Zhen_SDR_14,Zhen_SDR_21,0.148367953
Zhen_SDR_14,Zhen_SDR_22,0.220689655
Zhen_SDR_14,Zhen_SDR_23,0.13253012
Zhen_SDR_14,Zhen_SDR_24,0.182825485
Zhen_SDR_14,Zhen_SDR_25,0.191823899
Zhen_SDR_14,Zhen_SDR_26,0.163380282
Zhen_SDR_14,Zhen_SDR_27,0.175675676
Zhen_SDR_14,Zhen_SDR_28,0.198529412
Zhen_SDR_14,Zhen_SDR_29,0.168918919
Zhen_SDR_14,Zhen_SDR_30,0.15408805
Zhen_SDR_14,Zhen_SDR_31,0.098591549
Zhen_SDR_14,Zhen_SDR_32,0.246056782
Zhen_SDR_14,Zhen_SDR_33,0.176678445
Zhen_SDR_14,Zhen_SDR_34,0.141809291
Zhen_SDR_14,Zhen_SDR_35,0.149681529
Zhen_SDR_14,Zhen_SDR_36,0.279527559
Zhen_SDR_14,Zhen_SDR_37,0.168316832
Zhen_SDR_14,Zhen_SDR_38,0.16875
Zhen_SDR_14,Zhen_SDR_39,0.147147147
Zhen_SDR_14,Zhen_SDR_40,0.181184669
Zhen_SDR_14,Zhen_SDR_42,0.174825175
Zhen_SDR_14,Zhen_SDR_43,0.207612457
Zhen_SDR_14,Zhen_SDR_44,0.130718954
Zhen_SDR_14,Zhen_SDR_45,0.236363636
Zhen_SDR_14,Zhen_SDR_46,0.209964413
Zhen_SDR_14,Zhen_SDR_47,0.189710611
Zhen_SDR_14,Zhen_SDR_48,0.199367089
Zhen_SDR_14,Zhen_SDR_49,0.175862069
Zhen_SDR_14,Zhen_SDR_50,0.226973684
Zhen_SDR_14,Zhen_SDR_51,0.223021583
Zhen_SDR_14,Zhen_SDR_52,0.187943262
Zhen_SDR_14,Zhen_SDR_53,0.205035971
Zhen_SDR_14,Zhen_SDR_54,0.201277955
Zhen_SDR_14,Zhen_SDR_55,0.188811189
Zhen_SDR_14,Zhen_SDR_56,0.186666667
Zhen_SDR_14,Zhen_SDR_57,0.151702786
Zhen_SDR_14,Zhen_SDR_58,0.173410405
Zhen_SDR_14,Zhen_SDR_59,0.014893617
Zhen_SDR_14,Zhen_SDR_60,0.15916955
Zhen_SDR_14,Zhen_SDR_61,0.176056338
Zhen_SDR_14,Zhen_SDR_62,0.188679245
Zhen_SDR_14,Zhen_SDR_63,0.207746479
Zhen_SDR_14,Zhen_SDR_64,0.228782288
Zhen_SDR_14,Zhen_SDR_65,0.11722488
Zhen_SDR_14,Zhen_SDR_66,0.120481928
Zhen_SDR_14,Zhen_SDR_67,0.195583596
Zhen_SDR_14,Zhen_SDR_68,0.177257525
Zhen_SDR_14,Zhen_SDR_69,0.170731707
Zhen_SDR_14,Zhen_SDR_71,0.159322034
Zhen_SDR_14,Zhen_SDR_72,0.152542373
Zhen_SDR_14,Zhen_SDR_73,0.228782288
Zhen_SDR_14,Zhen_SDR_74,0.157342657
Zhen_SDR_14,Zhen_SDR_75,0.123529412
Zhen_SDR_14,Zhen_SDR_76,0.195729537
Zhen_SDR_14,Zhen_SDR_77,0.195205479
Zhen_SDR_14,Zhen_SDR_78,0.158450704
Zhen_SDR_14,Zhen_SDR_79,0.108635097
Zhen_SDR_14,Zhen_SDR_80,0.146907216
Zhen_SDR_14,Zhen_SDR_81,0.154135338
Zhen_SDR_14,Zhen_SDR_82,0.193548387
Zhen_SDR_14,Zhen_SDR_83,0.106493506
Zhen_SDR_14,Zhen_SDR_84,0.158045977
Zhen_SDR_14,Zhen_SDR_85,0.056872038
Zhen_SDR_14,Zhen_SDR_86,0.115384615
Zhen_SDR_14,Zhen_SDR_87,0.193661972
Zhen_SDR_14,Zhen_SDR_88,0.216949153
Zhen_SDR_14,Zhen_SDR_89,0.124277457
Zhen_SDR_14,Zhen_SDR_90,0.164670659
Zhen_SDR_14,Zhen_SDR_91,0.169329073
Zhen_SDR_14,Zhen_SDR_92,0.158311346
Zhen_SDR_14,Zhen_SDR_93,0.203278689
Zhen_SDR_8,Zhen_SDR_9,0.193661972
Zhen_SDR_8,Zhen_SDR_10,0.183139535
Zhen_SDR_8,Zhen_SDR_11,0.140056022
Zhen_SDR_8,Zhen_SDR_12,0.164835165
Zhen_SDR_8,Zhen_SDR_13,0.238095238
Zhen_SDR_8,Zhen_SDR_14,0.218518519
Zhen_SDR_8,Zhen_SDR_15,0.196296296
Zhen_SDR_8,Zhen_SDR_16,0.121761658
Zhen_SDR_8,Zhen_SDR_17,0.155063291
Zhen_SDR_8,Zhen_SDR_18,0.11815562
Zhen_SDR_8,Zhen_SDR_19,0.203773585
Zhen_SDR_8,Zhen_SDR_20,0.144827586
Zhen_SDR_8,Zhen_SDR_21,0.211320755
Zhen_SDR_8,Zhen_SDR_22,0.229007634
Zhen_SDR_8,Zhen_SDR_23,0.163265306
Zhen_SDR_8,Zhen_SDR_24,0.172222222
Zhen_SDR_8,Zhen_SDR_25,0.088235294
Zhen_SDR_8,Zhen_SDR_26,0.142450142
Zhen_SDR_8,Zhen_SDR_27,0.066339066
Zhen_SDR_8,Zhen_SDR_28,0.19133574
Zhen_SDR_8,Zhen_SDR_29,0.214814815
Zhen_SDR_8,Zhen_SDR_30,0.126666667
Zhen_SDR_8,Zhen_SDR_31,0.210169492
Zhen_SDR_8,Zhen_SDR_32,0.183139535
Zhen_SDR_8,Zhen_SDR_33,0.25984252
Zhen_SDR_8,Zhen_SDR_34,0.140142518
Zhen_SDR_8,Zhen_SDR_35,0.161392405
Zhen_SDR_8,Zhen_SDR_36,0.234200743
Zhen_SDR_8,Zhen_SDR_37,0.176079734
Zhen_SDR_8,Zhen_SDR_38,0.142384106
Zhen_SDR_8,Zhen_SDR_39,0.175548589
Zhen_SDR_8,Zhen_SDR_40,0.167213115
Zhen_SDR_8,Zhen_SDR_42,0.162454874
Zhen_SDR_8,Zhen_SDR_43,0.198529412
Zhen_SDR_8,Zhen_SDR_44,0.14379085
Zhen_SDR_8,Zhen_SDR_45,0.17
Zhen_SDR_8,Zhen_SDR_46,0.124600639
Zhen_SDR_8,Zhen_SDR_47,0.177419355
Zhen_SDR_8,Zhen_SDR_48,0.155555556
Zhen_SDR_8,Zhen_SDR_49,0.109677419
Zhen_SDR_8,Zhen_SDR_50,0.029279279
Zhen_SDR_8,Zhen_SDR_51,0.235521236
Zhen_SDR_8,Zhen_SDR_52,0.197761194
Zhen_SDR_8,Zhen_SDR_53,0.147435897
Zhen_SDR_8,Zhen_SDR_54,0.082914573
Zhen_SDR_8,Zhen_SDR_55,0.173745174
Zhen_SDR_8,Zhen_SDR_56,0.117977528
Zhen_SDR_8,Zhen_SDR_57,0.201388889
Zhen_SDR_8,Zhen_SDR_58,0.096153846
Zhen_SDR_8,Zhen_SDR_59,0.089820359
Zhen_SDR_8,Zhen_SDR_60,0.158783784
Zhen_SDR_8,Zhen_SDR_61,0.221374046
Zhen_SDR_8,Zhen_SDR_62,0.225352113
Zhen_SDR_8,Zhen_SDR_63,0.124620061
Zhen_SDR_8,Zhen_SDR_64,0.143382353
Zhen_SDR_8,Zhen_SDR_65,0.088691796
Zhen_SDR_8,Zhen_SDR_66,0.181818182
Zhen_SDR_8,Zhen_SDR_67,0.166666667
Zhen_SDR_8,Zhen_SDR_68,0.174377224
Zhen_SDR_8,Zhen_SDR_69,0.186311787
Zhen_SDR_8,Zhen_SDR_71,0.205223881
Zhen_SDR_8,Zhen_SDR_72,0.175824176
Zhen_SDR_8,Zhen_SDR_73,0.175862069
Zhen_SDR_8,Zhen_SDR_74,0.168498168
Zhen_SDR_8,Zhen_SDR_75,0.131313131
Zhen_SDR_8,Zhen_SDR_76,0.213114754
Zhen_SDR_8,Zhen_SDR_77,0.191082803
Zhen_SDR_8,Zhen_SDR_78,0.1875
Zhen_SDR_8,Zhen_SDR_79,0.150159744
Zhen_SDR_8,Zhen_SDR_80,0.138211382
Zhen_SDR_8,Zhen_SDR_81,0.169960474
Zhen_SDR_8,Zhen_SDR_82,0.085271318
Zhen_SDR_8,Zhen_SDR_83,0.13836478
Zhen_SDR_8,Zhen_SDR_84,0.147727273
Zhen_SDR_8,Zhen_SDR_85,0.150326797
Zhen_SDR_8,Zhen_SDR_86,0.191919192
Zhen_SDR_8,Zhen_SDR_87,0.179153094
Zhen_SDR_8,Zhen_SDR_88,0.170807453
Zhen_SDR_8,Zhen_SDR_89,0.130177515
Zhen_SDR_8,Zhen_SDR_90,0.134556575
Zhen_SDR_8,Zhen_SDR_91,0.138888889
Zhen_SDR_8,Zhen_SDR_92,0.099078341
Zhen_SDR_8,Zhen_SDR_93,0.19218241
Zhen_SDR_7,Zhen_SDR_8,0.185714286
Zhen_SDR_7,Zhen_SDR_9,0.173469388
Zhen_SDR_7,Zhen_SDR_10,0.144329897
Zhen_SDR_7,Zhen_SDR_11,0.117333333
Zhen_SDR_7,Zhen_SDR_12,0.212927757
Zhen_SDR_7,Zhen_SDR_13,0.170212766
Zhen_SDR_7,Zhen_SDR_14,0.145962733
Zhen_SDR_7,Zhen_SDR_15,0.188191882
Zhen_SDR_7,Zhen_SDR_16,0.161375661
Zhen_SDR_7,Zhen_SDR_17,0.134670487
Zhen_SDR_7,Zhen_SDR_18,0.143266476
Zhen_SDR_7,Zhen_SDR_19,0.24015748
Zhen_SDR_7,Zhen_SDR_20,0.153094463
Zhen_SDR_7,Zhen_SDR_21,0.166123779
Zhen_SDR_7,Zhen_SDR_22,0.202797203
Zhen_SDR_7,Zhen_SDR_23,0.198555957
Zhen_SDR_7,Zhen_SDR_24,0.108294931
Zhen_SDR_7,Zhen_SDR_25,0.135294118
Zhen_SDR_7,Zhen_SDR_26,0.168604651
Zhen_SDR_7,Zhen_SDR_27,0.107648725
Zhen_SDR_7,Zhen_SDR_28,0.141065831
Zhen_SDR_7,Zhen_SDR_29,0.161403509
Zhen_SDR_7,Zhen_SDR_30,0.153583618
Zhen_SDR_7,Zhen_SDR_31,0.149122807
Zhen_SDR_7,Zhen_SDR_32,0.131284916
Zhen_SDR_7,Zhen_SDR_33,0.191919192
Zhen_SDR_7,Zhen_SDR_34,0.117936118
Zhen_SDR_7,Zhen_SDR_35,0.141104294
Zhen_SDR_7,Zhen_SDR_36,0.155279503
Zhen_SDR_7,Zhen_SDR_37,0.108635097
Zhen_SDR_7,Zhen_SDR_38,0.112391931
Zhen_SDR_7,Zhen_SDR_39,0.108938547
Zhen_SDR_7,Zhen_SDR_40,0.165625
Zhen_SDR_7,Zhen_SDR_42,0.148387097
Zhen_SDR_7,Zhen_SDR_43,0.187898089
Zhen_SDR_7,Zhen_SDR_44,0.176678445
Zhen_SDR_7,Zhen_SDR_45,0.161094225
Zhen_SDR_7,Zhen_SDR_46,0.132716049
Zhen_SDR_7,Zhen_SDR_47,0.150837989
Zhen_SDR_7,Zhen_SDR_48,0.125
Zhen_SDR_7,Zhen_SDR_49,0.095100865
Zhen_SDR_7,Zhen_SDR_50,0.145896657
Zhen_SDR_7,Zhen_SDR_51,0.188118812
Zhen_SDR_7,Zhen_SDR_52,0.195121951
Zhen_SDR_7,Zhen_SDR_53,0.163141994
Zhen_SDR_7,Zhen_SDR_54,0.116618076
Zhen_SDR_7,Zhen_SDR_55,0.131832797
Zhen_SDR_7,Zhen_SDR_56,0.132352941
Zhen_SDR_7,Zhen_SDR_57,0.223776224
Zhen_SDR_7,Zhen_SDR_58,0.11023622
Zhen_SDR_7,Zhen_SDR_59,0.170648464
Zhen_SDR_7,Zhen_SDR_60,0.149837134
Zhen_SDR_7,Zhen_SDR_61,0.16
Zhen_SDR_7,Zhen_SDR_62,0.198675497
Zhen_SDR_7,Zhen_SDR_63,0.135802469
Zhen_SDR_7,Zhen_SDR_64,0.12539185
Zhen_SDR_7,Zhen_SDR_65,0.165394402
Zhen_SDR_7,Zhen_SDR_66,0.200743494
Zhen_SDR_7,Zhen_SDR_67,0.128415301
Zhen_SDR_7,Zhen_SDR_68,0.148734177
Zhen_SDR_7,Zhen_SDR_69,0.161512027
Zhen_SDR_7,Zhen_SDR_71,0.233463035
Zhen_SDR_7,Zhen_SDR_72,0.208333333
Zhen_SDR_7,Zhen_SDR_73,0.180064309
Zhen_SDR_7,Zhen_SDR_74,0.137820513
Zhen_SDR_7,Zhen_SDR_75,0.181208054
Zhen_SDR_7,Zhen_SDR_76,0.209964413
Zhen_SDR_7,Zhen_SDR_77,0.159159159
Zhen_SDR_7,Zhen_SDR_78,0.128125
Zhen_SDR_7,Zhen_SDR_79,0.152694611
Zhen_SDR_7,Zhen_SDR_80,0.132625995
Zhen_SDR_7,Zhen_SDR_81,0.168831169
Zhen_SDR_7,Zhen_SDR_82,0.153605016
Zhen_SDR_7,Zhen_SDR_83,0.121126761
Zhen_SDR_7,Zhen_SDR_84,0.158333333
Zhen_SDR_7,Zhen_SDR_85,0.145400593
Zhen_SDR_7,Zhen_SDR_86,0.178832117
Zhen_SDR_7,Zhen_SDR_87,0.116071429
Zhen_SDR_7,Zhen_SDR_88,0.172727273
Zhen_SDR_7,Zhen_SDR_89,0.131054131
Zhen_SDR_7,Zhen_SDR_90,0.170418006
Zhen_SDR_7,Zhen_SDR_91,0.138047138
Zhen_SDR_7,Zhen_SDR_92,0.115207373
Zhen_SDR_7,Zhen_SDR_93,0.134146341
Zhen_SDR_5,Zhen_SDR_6,0.260330579
Zhen_SDR_5,Zhen_SDR_7,0.212014134
Zhen_SDR_5,Zhen_SDR_8,0.162629758
Zhen_SDR_5,Zhen_SDR_9,0.28125
Zhen_SDR_5,Zhen_SDR_10,0.129533679
Zhen_SDR_5,Zhen_SDR_11,0.134986226
Zhen_SDR_5,Zhen_SDR_12,0.255144033
Zhen_SDR_5,Zhen_SDR_13,0.19047619
Zhen_SDR_5,Zhen_SDR_14,0.146496815
Zhen_SDR_5,Zhen_SDR_15,0.176870748
Zhen_SDR_5,Zhen_SDR_16,0.137566138
Zhen_SDR_5,Zhen_SDR_17,0.157303371
Zhen_SDR_5,Zhen_SDR_18,0.172413793
Zhen_SDR_5,Zhen_SDR_19,0.225296443
Zhen_SDR_5,Zhen_SDR_20,0.162629758
Zhen_SDR_5,Zhen_SDR_21,0.178947368
Zhen_SDR_5,Zhen_SDR_22,0.197802198
Zhen_SDR_5,Zhen_SDR_23,0.173611111
Zhen_SDR_5,Zhen_SDR_24,0.141752577
Zhen_SDR_5,Zhen_SDR_25,0.189274448
Zhen_SDR_5,Zhen_SDR_26,0.124277457
Zhen_SDR_5,Zhen_SDR_27,0.115384615
Zhen_SDR_5,Zhen_SDR_28,0.161073826
Zhen_SDR_5,Zhen_SDR_29,0.175438596
Zhen_SDR_5,Zhen_SDR_30,0.182758621
Zhen_SDR_5,Zhen_SDR_31,0.175675676
Zhen_SDR_5,Zhen_SDR_32,0.146067416
Zhen_SDR_5,Zhen_SDR_33,0.063888889
Zhen_SDR_5,Zhen_SDR_34,0.090909091
Zhen_SDR_5,Zhen_SDR_35,0.158054711
Zhen_SDR_5,Zhen_SDR_36,0.168874172
Zhen_SDR_5,Zhen_SDR_37,0.170278638
Zhen_SDR_5,Zhen_SDR_38,0.166134185
Zhen_SDR_5,Zhen_SDR_39,0.184848485
Zhen_SDR_5,Zhen_SDR_40,0.146031746
Zhen_SDR_5,Zhen_SDR_42,0.178321678
Zhen_SDR_5,Zhen_SDR_43,0.161616162
Zhen_SDR_5,Zhen_SDR_44,0.352697095
Zhen_SDR_5,Zhen_SDR_45,0.136778116
Zhen_SDR_5,Zhen_SDR_46,0.157377049
Zhen_SDR_5,Zhen_SDR_47,0.16875
Zhen_SDR_5,Zhen_SDR_48,0.151057402
Zhen_SDR_5,Zhen_SDR_49,0.094117647
Zhen_SDR_5,Zhen_SDR_50,0.122977346
Zhen_SDR_5,Zhen_SDR_51,0.178832117
Zhen_SDR_5,Zhen_SDR_52,0.234375
Zhen_SDR_5,Zhen_SDR_53,0.116719243
Zhen_SDR_5,Zhen_SDR_54,0.158878505
Zhen_SDR_5,Zhen_SDR_55,0.13220339
Zhen_SDR_5,Zhen_SDR_56,0.142857143
Zhen_SDR_5,Zhen_SDR_57,0.237547893
Zhen_SDR_5,Zhen_SDR_58,0.129577465
Zhen_SDR_5,Zhen_SDR_59,0.169329073
Zhen_SDR_5,Zhen_SDR_60,0.160278746
Zhen_SDR_5,Zhen_SDR_61,0.12195122
Zhen_SDR_5,Zhen_SDR_62,0.177474403
Zhen_SDR_5,Zhen_SDR_63,0.111821086
Zhen_SDR_5,Zhen_SDR_64,0.129251701
Zhen_SDR_5,Zhen_SDR_65,0.158441558
Zhen_SDR_5,Zhen_SDR_66,0.194656489
Zhen_SDR_5,Zhen_SDR_67,0.14953271
Zhen_SDR_5,Zhen_SDR_68,0.213768116
Zhen_SDR_5,Zhen_SDR_69,0.204460967
Zhen_SDR_5,Zhen_SDR_71,0.174242424
Zhen_SDR_5,Zhen_SDR_72,0.171617162
Zhen_SDR_5,Zhen_SDR_73,0.15210356
Zhen_SDR_5,Zhen_SDR_74,0.153846154
Zhen_SDR_5,Zhen_SDR_75,0.206521739
Zhen_SDR_5,Zhen_SDR_76,0.188405797
Zhen_SDR_5,Zhen_SDR_77,0.146417445
Zhen_SDR_5,Zhen_SDR_78,0.128813559
Zhen_SDR_5,Zhen_SDR_79,0.137380192
Zhen_SDR_5,Zhen_SDR_80,0.034979424
Zhen_SDR_5,Zhen_SDR_81,0.191729323
Zhen_SDR_5,Zhen_SDR_82,0.138613861
Zhen_SDR_5,Zhen_SDR_83,0.127272727
Zhen_SDR_5,Zhen_SDR_84,0.174556213
Zhen_SDR_5,Zhen_SDR_85,0.183946488
Zhen_SDR_5,Zhen_SDR_86,0.175862069
Zhen_SDR_5,Zhen_SDR_87,0.099447514
Zhen_SDR_5,Zhen_SDR_88,0.049411765
Zhen_SDR_5,Zhen_SDR_89,0.141509434
Zhen_SDR_5,Zhen_SDR_90,0.146103896
Zhen_SDR_5,Zhen_SDR_91,0.141935484
Zhen_SDR_5,Zhen_SDR_92,0.095465394
Zhen_SDR_5,Zhen_SDR_93,0.145833333
Zhen_SDR_6,Zhen_SDR_7,0.207692308
Zhen_SDR_6,Zhen_SDR_8,0.143369176
Zhen_SDR_6,Zhen_SDR_9,0.22605364
Zhen_SDR_6,Zhen_SDR_10,0.130434783
Zhen_SDR_6,Zhen_SDR_11,0.101648352
