SDR1,SDR2,subset_tm
Zhen_SDR_39,Zhen_SDR_26,0.75169
Zhen_SDR_39,Zhen_SDR_29,0.60842
Zhen_SDR_39,Zhen_SDR_45,0.7478
Zhen_SDR_7,Zhen_SDR_20,0.66282
Zhen_SDR_39,Zhen_SDR_85,0.59153
Zhen_SDR_7,Zhen_SDR_21,0.60017
Zhen_SDR_7,Zhen_SDR_36,0.60928
Zhen_SDR_7,Zhen_SDR_77,0.63483
Zhen_SDR_39,Zhen_SDR_49,0.56304
Zhen_SDR_39,Zhen_SDR_74,0.66288
Zhen_SDR_7,Zhen_SDR_48,0.60731
Zhen_SDR_7,Zhen_SDR_75,0.63381
Zhen_SDR_7,Zhen_SDR_67,0.66977
Zhen_SDR_7,Zhen_SDR_11,0.53188
Zhen_SDR_7,Zhen_SDR_5,0.62744
Zhen_SDR_39,Zhen_SDR_80,0.68705
Zhen_SDR_7,Zhen_SDR_31,0.45148
Zhen_SDR_39,Zhen_SDR_84,0.66056
Zhen_SDR_7,Zhen_SDR_54,0.61665
Zhen_SDR_7,Zhen_SDR_22,0.66493
Zhen_SDR_7,Zhen_SDR_42,0.6011
Zhen_SDR_7,Zhen_SDR_24,0.62528
Zhen_SDR_7,Zhen_SDR_40,0.62602
Zhen_SDR_7,Zhen_SDR_12,0.61214
Zhen_SDR_7,Zhen_SDR_38,0.61546
Zhen_SDR_7,Zhen_SDR_15,0.68208
Zhen_SDR_7,Zhen_SDR_53,0.62547
Zhen_SDR_7,Zhen_SDR_3,0.62521
Zhen_SDR_7,Zhen_SDR_14,0.64534
Zhen_SDR_7,Zhen_SDR_87,0.6548
Zhen_SDR_7,Zhen_SDR_92,0.55073
Zhen_SDR_7,Zhen_SDR_28,0.60665
Zhen_SDR_7,Zhen_SDR_58,0.59313
Zhen_SDR_7,Zhen_SDR_50,0.6147
Zhen_SDR_7,Zhen_SDR_43,0.52841
Zhen_SDR_7,Zhen_SDR_13,0.66678
Zhen_SDR_7,Zhen_SDR_27,0.47869
Zhen_SDR_7,Zhen_SDR_16,0.66024
Zhen_SDR_7,Zhen_SDR_55,0.60692
Zhen_SDR_7,Zhen_SDR_37,0.61682
Zhen_SDR_7,Zhen_SDR_91,0.58286
Zhen_SDR_7,Zhen_SDR_66,0.60923
Zhen_SDR_7,Zhen_SDR_79,0.61617
Zhen_SDR_7,Zhen_SDR_57,0.67051
Zhen_SDR_7,Zhen_SDR_18,0.59131
Zhen_SDR_7,Zhen_SDR_82,0.5976
Zhen_SDR_7,Zhen_SDR_89,0.55557
Zhen_SDR_7,Zhen_SDR_69,0.61432
Zhen_SDR_7,Zhen_SDR_19,0.6517
Zhen_SDR_7,Zhen_SDR_47,0.61115
Zhen_SDR_7,Zhen_SDR_33,0.65399
Zhen_SDR_7,Zhen_SDR_68,0.5673
Zhen_SDR_7,Zhen_SDR_23,0.51498
Zhen_SDR_7,Zhen_SDR_72,0.5954
Zhen_SDR_7,Zhen_SDR_4,0.60612
Zhen_SDR_7,Zhen_SDR_1,0.62345
Zhen_SDR_7,Zhen_SDR_86,0.6567
Zhen_SDR_7,Zhen_SDR_46,0.62898
Zhen_SDR_7,Zhen_SDR_2,0.6213
Zhen_SDR_7,Zhen_SDR_63,0.56543
Zhen_SDR_7,Zhen_SDR_61,0.64546
Zhen_SDR_7,Zhen_SDR_83,0.60217
Zhen_SDR_7,Zhen_SDR_81,0.62781
Zhen_SDR_7,Zhen_SDR_88,0.6511
Zhen_SDR_7,Zhen_SDR_78,0.61913
Zhen_SDR_7,Zhen_SDR_32,0.65637
Zhen_SDR_7,Zhen_SDR_34,0.55812
Zhen_SDR_7,Zhen_SDR_90,0.60703
Zhen_SDR_7,Zhen_SDR_60,0.58266
Zhen_SDR_7,Zhen_SDR_6,0.60879
Zhen_SDR_7,Zhen_SDR_25,0.61389
Zhen_SDR_7,Zhen_SDR_56,0.59936
Zhen_SDR_7,Zhen_SDR_17,0.62454
Zhen_SDR_7,Zhen_SDR_35,0.61457
Zhen_SDR_7,Zhen_SDR_52,0.66649
Zhen_SDR_7,Zhen_SDR_65,0.58983
Zhen_SDR_7,Zhen_SDR_8,0.66028
Zhen_SDR_7,Zhen_SDR_62,0.63981
Zhen_SDR_7,Zhen_SDR_64,0.59428
Zhen_SDR_7,Zhen_SDR_59,0.61371
Zhen_SDR_7,Zhen_SDR_45,0.66056
Zhen_SDR_7,Zhen_SDR_29,0.66306
Zhen_SDR_7,Zhen_SDR_26,0.61747
Zhen_SDR_7,Zhen_SDR_30,0.62047
Zhen_SDR_7,Zhen_SDR_10,0.66199
Zhen_SDR_7,Zhen_SDR_71,0.66124
Zhen_SDR_7,Zhen_SDR_51,0.67132
Zhen_SDR_7,Zhen_SDR_74,0.57577
Zhen_SDR_7,Zhen_SDR_49,0.42334
Zhen_SDR_7,Zhen_SDR_85,0.60315
Zhen_SDR_77,Zhen_SDR_20,0.68043
Zhen_SDR_7,Zhen_SDR_84,0.62634
Zhen_SDR_77,Zhen_SDR_21,0.58106
Zhen_SDR_77,Zhen_SDR_36,0.73721
Zhen_SDR_77,Zhen_SDR_75,0.56383
Zhen_SDR_77,Zhen_SDR_11,0.53825
Zhen_SDR_7,Zhen_SDR_80,0.58623
Zhen_SDR_77,Zhen_SDR_5,0.60285
Zhen_SDR_77,Zhen_SDR_48,0.74786
Zhen_SDR_77,Zhen_SDR_43,0.65624
Zhen_SDR_77,Zhen_SDR_67,0.80072
Zhen_SDR_77,Zhen_SDR_22,0.74917
Zhen_SDR_77,Zhen_SDR_54,0.76996
Zhen_SDR_77,Zhen_SDR_42,0.72561
Zhen_SDR_77,Zhen_SDR_31,0.49248
Zhen_SDR_77,Zhen_SDR_15,0.58288
Zhen_SDR_77,Zhen_SDR_12,0.6
Zhen_SDR_77,Zhen_SDR_24,0.73712
Zhen_SDR_77,Zhen_SDR_40,0.78504
Zhen_SDR_77,Zhen_SDR_53,0.77787
Zhen_SDR_77,Zhen_SDR_3,0.7542
Zhen_SDR_77,Zhen_SDR_38,0.7656
Zhen_SDR_77,Zhen_SDR_58,0.72178
Zhen_SDR_77,Zhen_SDR_92,0.71035
Zhen_SDR_77,Zhen_SDR_28,0.74089
Zhen_SDR_77,Zhen_SDR_14,0.78849
Zhen_SDR_77,Zhen_SDR_57,0.58405
Zhen_SDR_77,Zhen_SDR_13,0.71105
Zhen_SDR_77,Zhen_SDR_50,0.76514
Zhen_SDR_77,Zhen_SDR_91,0.61646
Zhen_SDR_77,Zhen_SDR_87,0.81408
Zhen_SDR_77,Zhen_SDR_27,0.60993
Zhen_SDR_77,Zhen_SDR_16,0.80143
Zhen_SDR_77,Zhen_SDR_55,0.72453
Zhen_SDR_77,Zhen_SDR_37,0.7837
Zhen_SDR_77,Zhen_SDR_79,0.75304
Zhen_SDR_77,Zhen_SDR_69,0.63965
Zhen_SDR_77,Zhen_SDR_82,0.71391
Zhen_SDR_77,Zhen_SDR_47,0.75783
Zhen_SDR_77,Zhen_SDR_18,0.70532
Zhen_SDR_77,Zhen_SDR_4,0.70701
Zhen_SDR_77,Zhen_SDR_68,0.60091
Zhen_SDR_77,Zhen_SDR_23,0.46309
Zhen_SDR_77,Zhen_SDR_86,0.58137
Zhen_SDR_77,Zhen_SDR_72,0.63994
Zhen_SDR_77,Zhen_SDR_33,0.72337
Zhen_SDR_77,Zhen_SDR_1,0.80324
Zhen_SDR_77,Zhen_SDR_78,0.78936
Zhen_SDR_77,Zhen_SDR_66,0.63989
Zhen_SDR_77,Zhen_SDR_19,0.65349
Zhen_SDR_77,Zhen_SDR_46,0.76694
Zhen_SDR_77,Zhen_SDR_81,0.71276
Zhen_SDR_77,Zhen_SDR_89,0.50765
Zhen_SDR_77,Zhen_SDR_83,0.74004
Zhen_SDR_77,Zhen_SDR_63,0.7037
Zhen_SDR_77,Zhen_SDR_88,0.81163
Zhen_SDR_77,Zhen_SDR_61,0.72042
Zhen_SDR_77,Zhen_SDR_6,0.58823
Zhen_SDR_77,Zhen_SDR_90,0.67027
Zhen_SDR_77,Zhen_SDR_17,0.77587
Zhen_SDR_77,Zhen_SDR_32,0.84452
Zhen_SDR_77,Zhen_SDR_60,0.69449
Zhen_SDR_77,Zhen_SDR_34,0.72458
Zhen_SDR_77,Zhen_SDR_56,0.74346
Zhen_SDR_77,Zhen_SDR_35,0.77242
Zhen_SDR_77,Zhen_SDR_30,0.64565
Zhen_SDR_77,Zhen_SDR_52,0.65294
Zhen_SDR_77,Zhen_SDR_62,0.67252
Zhen_SDR_77,Zhen_SDR_8,0.6992
Zhen_SDR_77,Zhen_SDR_59,0.71952
Zhen_SDR_77,Zhen_SDR_29,0.70433
Zhen_SDR_77,Zhen_SDR_25,0.72938
Zhen_SDR_77,Zhen_SDR_71,0.6473
Zhen_SDR_77,Zhen_SDR_45,0.79942
Zhen_SDR_77,Zhen_SDR_51,0.70333
Zhen_SDR_77,Zhen_SDR_64,0.71729
Zhen_SDR_77,Zhen_SDR_74,0.67918
Zhen_SDR_20,Zhen_SDR_75,0.63851
Zhen_SDR_20,Zhen_SDR_36,0.70954
Zhen_SDR_77,Zhen_SDR_80,0.73002
Zhen_SDR_77,Zhen_SDR_85,0.59028
Zhen_SDR_77,Zhen_SDR_65,0.74717
Zhen_SDR_20,Zhen_SDR_21,0.67004
Zhen_SDR_20,Zhen_SDR_11,0.6006
Zhen_SDR_20,Zhen_SDR_48,0.74058
Zhen_SDR_20,Zhen_SDR_43,0.63473
Zhen_SDR_20,Zhen_SDR_5,0.69986
Zhen_SDR_20,Zhen_SDR_67,0.81757
Zhen_SDR_77,Zhen_SDR_2,0.79054
Zhen_SDR_77,Zhen_SDR_84,0.72476
Zhen_SDR_20,Zhen_SDR_42,0.70402
Zhen_SDR_77,Zhen_SDR_26,0.80299
Zhen_SDR_77,Zhen_SDR_10,0.6079
Zhen_SDR_20,Zhen_SDR_24,0.72291
Zhen_SDR_20,Zhen_SDR_22,0.78912
Zhen_SDR_77,Zhen_SDR_49,0.57093
Zhen_SDR_20,Zhen_SDR_12,0.6814
Zhen_SDR_20,Zhen_SDR_3,0.73695
Zhen_SDR_20,Zhen_SDR_15,0.69193
Zhen_SDR_20,Zhen_SDR_40,0.76072
Zhen_SDR_20,Zhen_SDR_38,0.74143
Zhen_SDR_20,Zhen_SDR_92,0.64509
Zhen_SDR_20,Zhen_SDR_53,0.76511
Zhen_SDR_20,Zhen_SDR_14,0.77345
Zhen_SDR_20,Zhen_SDR_87,0.77645
Zhen_SDR_20,Zhen_SDR_58,0.69084
Zhen_SDR_20,Zhen_SDR_31,0.50161
Zhen_SDR_20,Zhen_SDR_28,0.71821
Zhen_SDR_20,Zhen_SDR_54,0.74407
Zhen_SDR_20,Zhen_SDR_50,0.74501
Zhen_SDR_20,Zhen_SDR_27,0.56944
Zhen_SDR_20,Zhen_SDR_57,0.67628
Zhen_SDR_20,Zhen_SDR_13,0.81349
Zhen_SDR_20,Zhen_SDR_91,0.66292
Zhen_SDR_20,Zhen_SDR_16,0.74582
Zhen_SDR_20,Zhen_SDR_37,0.74766
Zhen_SDR_20,Zhen_SDR_55,0.74689
Zhen_SDR_20,Zhen_SDR_66,0.72742
Zhen_SDR_20,Zhen_SDR_69,0.74402
Zhen_SDR_20,Zhen_SDR_47,0.69235
Zhen_SDR_20,Zhen_SDR_82,0.69151
Zhen_SDR_20,Zhen_SDR_18,0.69659
Zhen_SDR_20,Zhen_SDR_78,0.73663
Zhen_SDR_20,Zhen_SDR_4,0.75063
Zhen_SDR_20,Zhen_SDR_19,0.73467
Zhen_SDR_20,Zhen_SDR_89,0.58498
Zhen_SDR_20,Zhen_SDR_33,0.76432
Zhen_SDR_20,Zhen_SDR_86,0.65836
Zhen_SDR_20,Zhen_SDR_1,0.77036
Zhen_SDR_20,Zhen_SDR_68,0.62711
Zhen_SDR_20,Zhen_SDR_23,0.53083
Zhen_SDR_20,Zhen_SDR_79,0.74673
Zhen_SDR_20,Zhen_SDR_72,0.67762
Zhen_SDR_20,Zhen_SDR_2,0.7527
Zhen_SDR_20,Zhen_SDR_46,0.73365
Zhen_SDR_20,Zhen_SDR_83,0.72746
Zhen_SDR_20,Zhen_SDR_88,0.77594
Zhen_SDR_20,Zhen_SDR_61,0.76874
Zhen_SDR_20,Zhen_SDR_63,0.674
Zhen_SDR_20,Zhen_SDR_81,0.77148
Zhen_SDR_20,Zhen_SDR_90,0.69587
Zhen_SDR_20,Zhen_SDR_6,0.67372
Zhen_SDR_20,Zhen_SDR_32,0.76205
Zhen_SDR_20,Zhen_SDR_60,0.69029
Zhen_SDR_20,Zhen_SDR_34,0.66111
Zhen_SDR_20,Zhen_SDR_25,0.74813
Zhen_SDR_20,Zhen_SDR_52,0.78629
Zhen_SDR_20,Zhen_SDR_56,0.73783
Zhen_SDR_20,Zhen_SDR_35,0.75348
Zhen_SDR_20,Zhen_SDR_8,0.79691
Zhen_SDR_20,Zhen_SDR_65,0.68476
Zhen_SDR_20,Zhen_SDR_17,0.75524
Zhen_SDR_20,Zhen_SDR_62,0.75285
Zhen_SDR_20,Zhen_SDR_30,0.70953
Zhen_SDR_20,Zhen_SDR_59,0.70446
Zhen_SDR_20,Zhen_SDR_51,0.81919
Zhen_SDR_20,Zhen_SDR_45,0.85281
Zhen_SDR_20,Zhen_SDR_29,0.80667
Zhen_SDR_20,Zhen_SDR_10,0.70797
Zhen_SDR_20,Zhen_SDR_26,0.75657
Zhen_SDR_20,Zhen_SDR_71,0.70104
Zhen_SDR_20,Zhen_SDR_64,0.68861
Zhen_SDR_20,Zhen_SDR_74,0.65644
Zhen_SDR_20,Zhen_SDR_85,0.66616
Zhen_SDR_20,Zhen_SDR_49,0.53041
Zhen_SDR_20,Zhen_SDR_80,0.67767
Zhen_SDR_48,Zhen_SDR_21,0.4925
Zhen_SDR_48,Zhen_SDR_75,0.49599
Zhen_SDR_48,Zhen_SDR_36,0.72313
Zhen_SDR_20,Zhen_SDR_84,0.70033
Zhen_SDR_48,Zhen_SDR_5,0.51421
Zhen_SDR_48,Zhen_SDR_11,0.51538
Zhen_SDR_48,Zhen_SDR_43,0.60824
Zhen_SDR_48,Zhen_SDR_12,0.50483
Zhen_SDR_48,Zhen_SDR_22,0.5948
Zhen_SDR_48,Zhen_SDR_67,0.71282
Zhen_SDR_48,Zhen_SDR_15,0.48907
Zhen_SDR_48,Zhen_SDR_42,0.65927
Zhen_SDR_48,Zhen_SDR_40,0.69386
Zhen_SDR_48,Zhen_SDR_53,0.70212
Zhen_SDR_48,Zhen_SDR_24,0.66697
Zhen_SDR_48,Zhen_SDR_38,0.65918
Zhen_SDR_48,Zhen_SDR_54,0.70885
Zhen_SDR_48,Zhen_SDR_3,0.68845
Zhen_SDR_48,Zhen_SDR_31,0.38487
Zhen_SDR_48,Zhen_SDR_92,0.61915
Zhen_SDR_48,Zhen_SDR_14,0.71931
Zhen_SDR_48,Zhen_SDR_58,0.66643
Zhen_SDR_48,Zhen_SDR_57,0.5176
Zhen_SDR_48,Zhen_SDR_13,0.61074
Zhen_SDR_48,Zhen_SDR_28,0.65421
Zhen_SDR_48,Zhen_SDR_87,0.70131
Zhen_SDR_48,Zhen_SDR_50,0.66415
Zhen_SDR_48,Zhen_SDR_16,0.73346
Zhen_SDR_48,Zhen_SDR_66,0.55146
Zhen_SDR_48,Zhen_SDR_91,0.53162
Zhen_SDR_48,Zhen_SDR_55,0.63658
Zhen_SDR_48,Zhen_SDR_37,0.68101
Zhen_SDR_48,Zhen_SDR_79,0.69566
Zhen_SDR_48,Zhen_SDR_69,0.5921
Zhen_SDR_48,Zhen_SDR_47,0.68667
Zhen_SDR_48,Zhen_SDR_82,0.65602
Zhen_SDR_48,Zhen_SDR_19,0.53841
Zhen_SDR_48,Zhen_SDR_18,0.66
Zhen_SDR_48,Zhen_SDR_78,0.66805
Zhen_SDR_48,Zhen_SDR_4,0.62082
Zhen_SDR_48,Zhen_SDR_68,0.46807
Zhen_SDR_48,Zhen_SDR_72,0.55267
Zhen_SDR_48,Zhen_SDR_89,0.46269
Zhen_SDR_48,Zhen_SDR_27,0.59361
Zhen_SDR_48,Zhen_SDR_1,0.7211
Zhen_SDR_48,Zhen_SDR_23,0.39996
Zhen_SDR_48,Zhen_SDR_81,0.60754
Zhen_SDR_48,Zhen_SDR_46,0.71397
Zhen_SDR_48,Zhen_SDR_86,0.51076
Zhen_SDR_48,Zhen_SDR_83,0.62576
Zhen_SDR_48,Zhen_SDR_61,0.62492
Zhen_SDR_48,Zhen_SDR_88,0.70434
Zhen_SDR_48,Zhen_SDR_2,0.73009
Zhen_SDR_48,Zhen_SDR_33,0.56719
Zhen_SDR_48,Zhen_SDR_63,0.63234
Zhen_SDR_48,Zhen_SDR_90,0.54042
Zhen_SDR_48,Zhen_SDR_34,0.62626
Zhen_SDR_48,Zhen_SDR_32,0.68822
Zhen_SDR_48,Zhen_SDR_6,0.50022
Zhen_SDR_48,Zhen_SDR_60,0.62806
Zhen_SDR_48,Zhen_SDR_56,0.67599
Zhen_SDR_48,Zhen_SDR_52,0.56582
Zhen_SDR_48,Zhen_SDR_25,0.63414
Zhen_SDR_48,Zhen_SDR_17,0.69308
Zhen_SDR_48,Zhen_SDR_30,0.56539
Zhen_SDR_48,Zhen_SDR_35,0.68429
Zhen_SDR_48,Zhen_SDR_8,0.60904
Zhen_SDR_48,Zhen_SDR_62,0.60171
Zhen_SDR_48,Zhen_SDR_65,0.67776
Zhen_SDR_48,Zhen_SDR_51,0.60792
Zhen_SDR_48,Zhen_SDR_45,0.71115
Zhen_SDR_48,Zhen_SDR_26,0.72492
Zhen_SDR_48,Zhen_SDR_59,0.64362
Zhen_SDR_48,Zhen_SDR_29,0.57516
Zhen_SDR_48,Zhen_SDR_64,0.68091
Zhen_SDR_48,Zhen_SDR_71,0.51071
Zhen_SDR_75,Zhen_SDR_21,0.552
Zhen_SDR_48,Zhen_SDR_10,0.51508
Zhen_SDR_48,Zhen_SDR_74,0.63377
Zhen_SDR_48,Zhen_SDR_49,0.5806
Zhen_SDR_75,Zhen_SDR_11,0.47049
Zhen_SDR_75,Zhen_SDR_43,0.50053
Zhen_SDR_75,Zhen_SDR_36,0.54515
Zhen_SDR_48,Zhen_SDR_85,0.52163
Zhen_SDR_75,Zhen_SDR_31,0.41843
Zhen_SDR_75,Zhen_SDR_5,0.63039
Zhen_SDR_75,Zhen_SDR_54,0.59469
Zhen_SDR_75,Zhen_SDR_12,0.59916
Zhen_SDR_48,Zhen_SDR_84,0.62862
Zhen_SDR_48,Zhen_SDR_80,0.66468
Zhen_SDR_75,Zhen_SDR_67,0.62876
Zhen_SDR_75,Zhen_SDR_24,0.56854
Zhen_SDR_75,Zhen_SDR_40,0.60669
Zhen_SDR_75,Zhen_SDR_38,0.58074
Zhen_SDR_75,Zhen_SDR_42,0.58848
Zhen_SDR_75,Zhen_SDR_92,0.55738
Zhen_SDR_75,Zhen_SDR_3,0.59491
Zhen_SDR_75,Zhen_SDR_14,0.59871
Zhen_SDR_75,Zhen_SDR_53,0.58407
Zhen_SDR_75,Zhen_SDR_58,0.57657
Zhen_SDR_75,Zhen_SDR_50,0.5871
Zhen_SDR_75,Zhen_SDR_87,0.61093
Zhen_SDR_75,Zhen_SDR_13,0.62733
Zhen_SDR_75,Zhen_SDR_22,0.60337
Zhen_SDR_75,Zhen_SDR_28,0.55448
Zhen_SDR_75,Zhen_SDR_91,0.57191
Zhen_SDR_75,Zhen_SDR_66,0.56948
Zhen_SDR_75,Zhen_SDR_89,0.53969
Zhen_SDR_75,Zhen_SDR_15,0.61958
Zhen_SDR_75,Zhen_SDR_16,0.70089
Zhen_SDR_75,Zhen_SDR_82,0.57823
Zhen_SDR_75,Zhen_SDR_69,0.63148
Zhen_SDR_75,Zhen_SDR_27,0.44911
Zhen_SDR_75,Zhen_SDR_79,0.57101
Zhen_SDR_75,Zhen_SDR_47,0.58751
Zhen_SDR_75,Zhen_SDR_55,0.56778
Zhen_SDR_75,Zhen_SDR_78,0.59359
Zhen_SDR_75,Zhen_SDR_18,0.5869
Zhen_SDR_75,Zhen_SDR_68,0.57266
Zhen_SDR_75,Zhen_SDR_33,0.59862
Zhen_SDR_75,Zhen_SDR_4,0.60874
Zhen_SDR_75,Zhen_SDR_57,0.6267
Zhen_SDR_75,Zhen_SDR_19,0.6074
Zhen_SDR_75,Zhen_SDR_23,0.48813
Zhen_SDR_75,Zhen_SDR_2,0.59193
Zhen_SDR_75,Zhen_SDR_86,0.67075
Zhen_SDR_75,Zhen_SDR_72,0.57731
Zhen_SDR_75,Zhen_SDR_88,0.61086
Zhen_SDR_75,Zhen_SDR_63,0.53742
Zhen_SDR_75,Zhen_SDR_37,0.59186
Zhen_SDR_75,Zhen_SDR_46,0.58124
Zhen_SDR_75,Zhen_SDR_83,0.55608
Zhen_SDR_75,Zhen_SDR_17,0.57918
Zhen_SDR_75,Zhen_SDR_32,0.59302
Zhen_SDR_75,Zhen_SDR_60,0.57272
Zhen_SDR_75,Zhen_SDR_34,0.55779
Zhen_SDR_75,Zhen_SDR_6,0.61305
Zhen_SDR_75,Zhen_SDR_1,0.60581
Zhen_SDR_75,Zhen_SDR_56,0.58762
Zhen_SDR_75,Zhen_SDR_52,0.62868
Zhen_SDR_75,Zhen_SDR_61,0.5853
Zhen_SDR_75,Zhen_SDR_62,0.61
Zhen_SDR_75,Zhen_SDR_35,0.59105
Zhen_SDR_75,Zhen_SDR_65,0.59489
Zhen_SDR_75,Zhen_SDR_8,0.59938
Zhen_SDR_75,Zhen_SDR_90,0.56191
Zhen_SDR_75,Zhen_SDR_30,0.64676
Zhen_SDR_75,Zhen_SDR_81,0.59974
Zhen_SDR_75,Zhen_SDR_26,0.65061
Zhen_SDR_75,Zhen_SDR_59,0.60899
Zhen_SDR_75,Zhen_SDR_10,0.59099
Zhen_SDR_75,Zhen_SDR_51,0.61025
Zhen_SDR_75,Zhen_SDR_25,0.56254
Zhen_SDR_75,Zhen_SDR_29,0.59533
Zhen_SDR_75,Zhen_SDR_45,0.62426
Zhen_SDR_75,Zhen_SDR_64,0.53874
Zhen_SDR_75,Zhen_SDR_71,0.61309
Zhen_SDR_21,Zhen_SDR_36,0.62501
Zhen_SDR_75,Zhen_SDR_49,0.41417
Zhen_SDR_21,Zhen_SDR_5,0.6136
Zhen_SDR_75,Zhen_SDR_85,0.58987
Zhen_SDR_21,Zhen_SDR_43,0.52878
Zhen_SDR_21,Zhen_SDR_11,0.50806
Zhen_SDR_75,Zhen_SDR_74,0.54586
Zhen_SDR_21,Zhen_SDR_54,0.64689
Zhen_SDR_21,Zhen_SDR_12,0.60123
Zhen_SDR_21,Zhen_SDR_22,0.71919
Zhen_SDR_21,Zhen_SDR_42,0.62338
Zhen_SDR_75,Zhen_SDR_80,0.54591
Zhen_SDR_21,Zhen_SDR_67,0.72379
Zhen_SDR_21,Zhen_SDR_24,0.67685
Zhen_SDR_21,Zhen_SDR_15,0.67543
Zhen_SDR_21,Zhen_SDR_3,0.65005
Zhen_SDR_21,Zhen_SDR_53,0.67031
Zhen_SDR_75,Zhen_SDR_84,0.6072
Zhen_SDR_21,Zhen_SDR_38,0.6563
Zhen_SDR_21,Zhen_SDR_92,0.58446
Zhen_SDR_21,Zhen_SDR_40,0.65704
Zhen_SDR_21,Zhen_SDR_58,0.60407
Zhen_SDR_21,Zhen_SDR_31,0.53953
Zhen_SDR_21,Zhen_SDR_14,0.70112
Zhen_SDR_21,Zhen_SDR_28,0.63428
Zhen_SDR_21,Zhen_SDR_87,0.70124
Zhen_SDR_21,Zhen_SDR_57,0.60688
Zhen_SDR_21,Zhen_SDR_27,0.50648
Zhen_SDR_21,Zhen_SDR_55,0.62645
Zhen_SDR_21,Zhen_SDR_91,0.56598
Zhen_SDR_21,Zhen_SDR_66,0.61409
Zhen_SDR_21,Zhen_SDR_79,0.67098
Zhen_SDR_21,Zhen_SDR_16,0.69485
Zhen_SDR_21,Zhen_SDR_37,0.64748
Zhen_SDR_21,Zhen_SDR_82,0.65491
Zhen_SDR_21,Zhen_SDR_19,0.66354
Zhen_SDR_21,Zhen_SDR_47,0.62125
Zhen_SDR_21,Zhen_SDR_78,0.69071
Zhen_SDR_21,Zhen_SDR_18,0.64065
Zhen_SDR_21,Zhen_SDR_69,0.62971
Zhen_SDR_21,Zhen_SDR_13,0.73642
Zhen_SDR_21,Zhen_SDR_4,0.65398
Zhen_SDR_21,Zhen_SDR_68,0.70646
Zhen_SDR_21,Zhen_SDR_1,0.66596
Zhen_SDR_21,Zhen_SDR_72,0.58571
Zhen_SDR_21,Zhen_SDR_50,0.64818
Zhen_SDR_21,Zhen_SDR_2,0.6602
Zhen_SDR_21,Zhen_SDR_33,0.694
Zhen_SDR_21,Zhen_SDR_23,0.54964
Zhen_SDR_21,Zhen_SDR_86,0.64244
Zhen_SDR_21,Zhen_SDR_89,0.60265
Zhen_SDR_21,Zhen_SDR_46,0.64507
Zhen_SDR_21,Zhen_SDR_63,0.57546
Zhen_SDR_21,Zhen_SDR_88,0.70453
Zhen_SDR_21,Zhen_SDR_81,0.66993
Zhen_SDR_21,Zhen_SDR_61,0.71086
Zhen_SDR_21,Zhen_SDR_83,0.64002
Zhen_SDR_21,Zhen_SDR_90,0.6271
Zhen_SDR_21,Zhen_SDR_6,0.61101
Zhen_SDR_21,Zhen_SDR_32,0.70221
Zhen_SDR_21,Zhen_SDR_25,0.62495
Zhen_SDR_21,Zhen_SDR_52,0.68682
Zhen_SDR_21,Zhen_SDR_56,0.63662
Zhen_SDR_21,Zhen_SDR_17,0.68607
Zhen_SDR_21,Zhen_SDR_35,0.66286
Zhen_SDR_21,Zhen_SDR_65,0.612
Zhen_SDR_21,Zhen_SDR_8,0.68784
Zhen_SDR_21,Zhen_SDR_62,0.64634
Zhen_SDR_21,Zhen_SDR_30,0.66303
Zhen_SDR_21,Zhen_SDR_59,0.66272
Zhen_SDR_21,Zhen_SDR_45,0.70736
Zhen_SDR_21,Zhen_SDR_10,0.68758
Zhen_SDR_21,Zhen_SDR_26,0.70275
Zhen_SDR_21,Zhen_SDR_71,0.682
Zhen_SDR_21,Zhen_SDR_60,0.64088
Zhen_SDR_21,Zhen_SDR_34,0.594
Zhen_SDR_21,Zhen_SDR_29,0.6811
Zhen_SDR_21,Zhen_SDR_64,0.63027
Zhen_SDR_21,Zhen_SDR_51,0.71311
Zhen_SDR_21,Zhen_SDR_74,0.60664
Zhen_SDR_21,Zhen_SDR_49,0.45421
Zhen_SDR_21,Zhen_SDR_85,0.57117
Zhen_SDR_36,Zhen_SDR_11,0.67165
Zhen_SDR_36,Zhen_SDR_31,0.47792
Zhen_SDR_36,Zhen_SDR_5,0.65639
Zhen_SDR_21,Zhen_SDR_80,0.58712
Zhen_SDR_21,Zhen_SDR_84,0.62883
Zhen_SDR_36,Zhen_SDR_67,0.91482
Zhen_SDR_36,Zhen_SDR_43,0.78047
Zhen_SDR_36,Zhen_SDR_12,0.65691
Zhen_SDR_36,Zhen_SDR_22,0.75836
Zhen_SDR_36,Zhen_SDR_15,0.64408
Zhen_SDR_36,Zhen_SDR_54,0.90243
Zhen_SDR_36,Zhen_SDR_24,0.84656
Zhen_SDR_36,Zhen_SDR_40,0.89712
Zhen_SDR_36,Zhen_SDR_53,0.90334
Zhen_SDR_36,Zhen_SDR_38,0.85841
Zhen_SDR_36,Zhen_SDR_92,0.76042
Zhen_SDR_36,Zhen_SDR_58,0.84915
Zhen_SDR_36,Zhen_SDR_14,0.91554
Zhen_SDR_36,Zhen_SDR_28,0.84109
Zhen_SDR_36,Zhen_SDR_87,0.8841
Zhen_SDR_36,Zhen_SDR_3,0.88899
Zhen_SDR_36,Zhen_SDR_50,0.85607
Zhen_SDR_36,Zhen_SDR_16,0.90371
